respid,question_profile,Distribution Media,Content Subject,Content Form,Target Age,Type,Aquisition Place,Provider,Share.Stranger,Share.Neighbor,Share.Friend,Share.Family,Forced_choice,Ratings_based,Gender,YOB,Father.Party,Father.Occupation,Mother.Party,Mother.Occupation,Education,Born.Location,Geography,Lived.NK,Party,Army,Occupation,Class,Market.Experience,Year.Defected,Reason.Defected,Time.China,ROK.Arrive,Info.TV_weekly,Info.Sat.TV_weekly,Info.Wired.Radio_weekly,Info.Radio_Plus_weekly,Info.radio.recorder_weekly,Info.Computer_weekly,Info.Notebook_weekly,Info.Internet_weekly,Info.North.Korean.Cell_weekly,Info.Chinese.Cell_weekly,Info.CD_DVD_weekly,Info.USB_weekly,Info.Tablet_weekly,Info.SD_Card_weekly,Info.MicroSD_weekly,Info.EVD_weekly,Info.All_Media_weekly,Info.TV_home,Info.Sat.TV_home,Info.Wired.Radio_home,Info.Radio_Plus_home,Info.radio.recorder_home,Info.Computer_home,Info.Notebook_home,Info.Internet_home,Info.North.Korean.Cell_home,Info.Chinese.Cell_home,Info.CD_DVD_home,Info.USB_home,Info.Tablet_home,Info.SD_Card_home,Info.MicroSD_home,Info.EVD_home,Info.All_Media_home,Used.Foreign.Info,Exposure.Work_Practice,Exposure.NKprogram_Game,Exposure.Music,Exposure.Drama,Exposure.News,Exposure.Pictures,Exposure.Literature,Exposure.Overseas_Games,ObtainInfo.Family,Obtain.Info.Friend,Obtain.Info.School_Friend,Obtain.Info.Colleague,Obtain.Info.Neighbor,Obtain.Info.Market_Seller
64,8.1,USB,International content,Video,30-49,Fiction,Market,Family,0,1,1,1,1,7,Woman,1995,Yes,Market Trade,No,Market Trade,Middle/High school,North Hamgyong,Large city,North Hamgyong,0,0,Technical or other blue collar,"Could buy rice, vegetables etc. but struggled to buy durables",1,2015,Did not like North Korea's system of surveillance and control (in search of freedom),1,2015,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
64,8.2,"Foreign device (phone, etc.)",North Korean content,Text,50+,Fiction,"Outside (park, street, etc.)",Family,,,,,0,4,Woman,1995,Yes,Market Trade,No,Market Trade,Middle/High school,North Hamgyong,Large city,North Hamgyong,0,0,Technical or other blue collar,"Could buy rice, vegetables etc. but struggled to buy durables",1,2015,Did not like North Korea's system of surveillance and control (in search of freedom),1,2015,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
64,9.1,"Foreign device (phone, etc.)",Not country-related,Text,19-29,Non-fiction,Another person's home,Neighbor,0,1,1,1,1,7,Woman,1995,Yes,Market Trade,No,Market Trade,Middle/High school,North Hamgyong,Large city,North Hamgyong,0,0,Technical or other blue collar,"Could buy rice, vegetables etc. but struggled to buy durables",1,2015,Did not like North Korea's system of surveillance and control (in search of freedom),1,2015,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
64,9.2,USB,Not country-related,Video,19-29,Fiction,Market,Neighbor,,,,,0,5,Woman,1995,Yes,Market Trade,No,Market Trade,Middle/High school,North Hamgyong,Large city,North Hamgyong,0,0,Technical or other blue collar,"Could buy rice, vegetables etc. but struggled to buy durables",1,2015,Did not like North Korea's system of surveillance and control (in search of freedom),1,2015,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
65,1.1,CD/DVD,South Korean content,Computer program or app,30-49,Non-fiction,"Outside (park, street, etc.)",Neighbor,1,1,1,1,1,7,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,1.2,North Korean phone/tablet,South Korean content,Computer program or app,30-49,Non-fiction,"Outside (park, street, etc.)",Neighbor,,,,,0,7,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,10.1,USB,Not country-related,Video,30-49,Non-fiction,One's own home,Friend,0,0,1,1,1,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,10.2,CD/DVD,International content,Text,50+,Fiction,Another person's home,Stranger,,,,,0,6,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,2.1,North Korean phone/tablet,North Korean content,Computer program or app,19-29,Fiction,Another person's home,Stranger,1,1,1,1,1,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,2.2,North Korean phone/tablet,South Korean content,Video,50+,Fiction,Market,Family,,,,,0,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,3.1,CD/DVD,South Korean content,Video,Youth,Non-fiction,One's own home,Neighbor,,,,,0,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,3.2,"Foreign device (phone, etc.)",International content,Text,50+,Fiction,Another person's home,Neighbor,0,1,1,1,1,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,4.1,CD/DVD,North Korean content,Video,Youth,Non-fiction,Another person's home,Neighbor,0,1,1,1,1,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,4.2,CD/DVD,South Korean content,Video,19-29,Fiction,One's own home,Neighbor,,,,,0,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,5.1,North Korean phone/tablet,North Korean content,"Recorded file (audiobook, etc.)",50+,Non-fiction,"Outside (park, street, etc.)",Family,0,1,1,1,1,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,5.2,North Korean phone/tablet,South Korean content,Computer program or app,30-49,Non-fiction,One's own home,Neighbor,,,,,0,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,6.1,North Korean phone/tablet,North Korean content,"Recorded file (audiobook, etc.)",50+,Non-fiction,Another person's home,Stranger,0,1,1,1,1,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,6.2,North Korean phone/tablet,South Korean content,Video,50+,Fiction,"Outside (park, street, etc.)",Stranger,,,,,0,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,7.1,North Korean phone/tablet,North Korean content,Text,19-29,Non-fiction,One's own home,Neighbor,0,1,1,1,1,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,7.2,"Foreign device (phone, etc.)",International content,Text,Youth,Non-fiction,"Outside (park, street, etc.)",Stranger,,,,,0,4,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,8.1,CD/DVD,International content,Computer program or app,19-29,Fiction,One's own home,Friend,0,1,1,1,1,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,8.2,USB,South Korean content,Video,Youth,Non-fiction,One's own home,Friend,,,,,0,5,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,9.1,USB,North Korean content,"Recorded file (audiobook, etc.)",19-29,Non-fiction,"Outside (park, street, etc.)",Friend,,,,,0,6,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
65,9.2,CD/DVD,North Korean content,Computer program or app,50+,Non-fiction,One's own home,Friend,0,1,1,1,1,6,Man,1992,Yes,Police or soldier,No,Dependent,Middle/High school,South Hwanghae,Large city,Rason-Sonbong,0,1,Foreign Currency Earning/Foreign Trade,"Could afford to buy expensive items like apartments, cars etc.",1,2016,My safety felt threatened,1,2018,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No
66,1.1,USB,North Korean content,Text,50+,Fiction,Market,Neighbor,0,1,1,1,1,3,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,1.2,North Korean phone/tablet,South Korean content,Video,50+,Non-fiction,Another person's home,Neighbor,,,,,0,6,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,10.1,USB,Not country-related,"Recorded file (audiobook, etc.)",30-49,Non-fiction,Another person's home,Family,,,,,0,2,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,10.2,North Korean phone/tablet,Not country-related,Video,Youth,Non-fiction,One's own home,Family,0,1,1,0,1,5,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,2.1,"Foreign device (phone, etc.)",North Korean content,"Recorded file (audiobook, etc.)",19-29,Fiction,"Outside (park, street, etc.)",Family,,,,,0,2,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,2.2,"Foreign device (phone, etc.)",South Korean content,Video,Youth,Non-fiction,Another person's home,Family,1,1,1,0,1,5,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,3.1,CD/DVD,North Korean content,"Recorded file (audiobook, etc.)",Youth,Non-fiction,Market,Stranger,0,1,1,0,1,6,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,3.2,"Foreign device (phone, etc.)",International content,Computer program or app,Youth,Fiction,Another person's home,Family,,,,,0,1,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,4.1,CD/DVD,Not country-related,"Recorded file (audiobook, etc.)",19-29,Non-fiction,Another person's home,Friend,0,1,1,0,1,7,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,4.2,"Foreign device (phone, etc.)",Not country-related,"Recorded file (audiobook, etc.)",50+,Fiction,Market,Family,,,,,0,3,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,5.1,USB,International content,"Recorded file (audiobook, etc.)",50+,Non-fiction,One's own home,Stranger,0,1,1,0,1,4,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,5.2,"Foreign device (phone, etc.)",South Korean content,Computer program or app,30-49,Non-fiction,Market,Neighbor,,,,,0,2,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,6.1,USB,North Korean content,"Recorded file (audiobook, etc.)",19-29,Non-fiction,Another person's home,Family,,,,,0,1,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,6.2,CD/DVD,South Korean content,Video,Youth,Non-fiction,Market,Friend,0,1,1,0,1,6,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,7.1,CD/DVD,Not country-related,Video,30-49,Fiction,"Outside (park, street, etc.)",Friend,0,1,1,0,1,4,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
66,7.2,North Korean phone/tablet,North Korean content,Computer program or app,30-49,Non-fiction,One's own home,Friend,,,,,0,1,Woman,1996,Yes,Police or soldier,Yes,"Teacher (Primary, Middle, University etc.)",Middle/High school,Ryyanggang,Large city,Ryyanggang,0,0,Student,"Could afford to the bare necessities of life, but couldn't afford clothes",1,2013,Because I wanted to earn more money,1,2015,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know,No,Yes,Yes,No,Yes,Yes
